price,index
256883.0,163
423000.0,164
465000.0,165
210000.0,166
297000.0,167
470000.0,168
226500.0,169
274250.0,170
677900.0,171
425000.0,172
180250.0,173
464000.0,174
625504.0,175
592500.0,176
465000.0,177
477000.0,178
280000.0,179
445838.0,180
1072000.0,181
467000.0,182
686000.0,183
279950.0,184
527000.0,185
325000.0,186
390000.0,187
264950.0,188
235000.0,189
655000.0,190
500000.0,191
315000.0,192
475000.0,193
1025000.0,194
410000.0,195
472000.0,196
225000.0,197
210000.0,198
455000.0,199
225000.0,200
480000.0,201
363000.0,202
2400000.0,203
181000.0,204
250000.0,205
481000.0,206
260000.0,207
455000.0,208
349500.0,209
245000.0,210
592500.0,211
385000.0,212
315000.0,213
693000.0,214
780000.0,215
237000.0,216
525000.0,217
425000.0,218
290000.0,219
285000.0,220
415000.0,221
272500.0,222
2900000.0,223
436000.0,224
210000.0,225
236000.0,226
331000.0,227
365000.0,228
450000.0,229
770000.0,230
405000.0,231
304900.0,232
170000.0,233
2050000.0,234
330000.0,235
370000.0,236
467000.0,237
405000.0,238
675000.0,239
500000.0,240
389999.0,241
630000.0,242
360000.0,243
580000.0,244
550000.0,245
879000.0,246
265000.0,247
446500.0,248
404000.0,249
267500.0,250
3075000.0,251
335000.0,252
576000.0,253
315000.0,254
725000.0,255
550000.0,256
610750.0,257
550700.0,258
665000.0,259
834000.0,260
2384000.0,261
1400000.0,262
305000.0,263
487000.0,264
390000.0,265
548000.0,266
268750.0,267
819900.0,268
230000.0,269
240000.0,270
240500.0,271
740000.0,272
186375.0,273
790000.0,274
880000.0,275
279000.0,276
640000.0,277
559900.0,278
791500.0,279
265000.0,280
245000.0,281
485000.0,282
684000.0,283
425000.0,284
239900.0,285
320000.0,286
206600.0,287
387000.0,288
315000.0,289
437500.0,290
252000.0,291
375000.0,292
420000.0,293
900000.0,294
679900.0,295
380000.0,296
604950.0,297
795000.0,298
673000.0,299
810000.0,300
785000.0,301
338000.0,302
280000.0,303
530000.0,304
380000.0,305
297000.0,306
730000.0,307
450000.0,308
595000.0,309
435000.0,310
270000.0,311
560000.0,312
1350000.0,313
365500.0,314
252350.0,315
403950.0,316
385000.0,317
345000.0,318
490000.0,319
927000.0,320
330000.0,321
530000.0,322
365000.0,323
378750.0,324
269900.0,325
557000.0,326
352000.0,327
650000.0,328
450000.0,329
364950.0,330
268000.0,331
577500.0,332
339000.0,333
570000.0,334
423000.0,335
482000.0,336
625000.0,337
538000.0,338
380000.0,339
375000.0,340
310000.0,341
1300000.0,342
397000.0,343
365000.0,344
328500.0,345
988000.0,346
1000000.0,347
237000.0,348
525000.0,349
749000.0,350
722500.0,351
843000.0,352
438000.0,353
578000.0,354
227950.0,355
196000.0,356
641000.0,357
205000.0,358
400000.0,359
505000.0,360
475000.0,361
520000.0,362
1450000.0,363
333500.0,364
691100.0,365
551000.0,366
496500.0,367
578000.0,368
255000.0,369
1050000.0,370
348000.0,371
230000.0,372
359500.0,373
330000.0,374
465000.0,375
325000.0,376
340500.0,377
290900.0,378
868700.0,379
1199000.0,380
1150000.0,381
859900.0,382
520000.0,383
460000.0,384
438924.0,385
315000.0,386
590000.0,387
378500.0,388
328500.0,389
849950.0,390
525000.0,391
1385000.0,392
295000.0,393
1067000.0,394
207950.0,395
699900.0,396
452000.0,397
370000.0,398
232000.0,399
669950.0,400
397500.0,401
490000.0,402
725000.0,403
299000.0,404
625000.0,405
475000.0,406
342000.0,407
1197350.0,408
280000.0,409
240000.0,410
529000.0,411
442000.0,412
615000.0,413
1485000.0,414
585000.0,415
480000.0,416
290000.0,417
615000.0,418
300000.0,419
308000.0,420
750000.0,421
2250000.0,422
890000.0,423
288000.0,424
190000.0,425
515000.0,426
235000.0,427
275000.0,428
727500.0,429
365000.0,430
662000.0,431
970000.0,432
160000.0,433
358000.0,434
452000.0,435
595000.0,436
249000.0,437
346900.0,438
2125000.0,439
280000.0,440
318888.0,441
530000.0,442
375000.0,443
910000.0,444
782000.0,445
259950.0,446
315000.0,447
215000.0,448
1450000.0,449
451000.0,450
261000.0,451
396000.0,452
725000.0,453
238000.0,454
750000.0,455
331500.0,456
880000.0,457
863000.0,458
638700.0,459
260000.0,460
671500.0,461
610000.0,462
720000.0,463
442000.0,464
650000.0,465
263500.0,466
266000.0,467
530000.0,468
180000.0,469
264000.0,470
730000.0,471
439000.0,472
268500.0,473
640000.0,474
900000.0,475
685000.0,476
290000.0,477
360000.0,478
240500.0,479
372500.0,480
515000.0,481
460000.0,482
435500.0,483
469000.0,484
531000.0,485
443500.0,486
223000.0,487
590000.0,488
340000.0,489
650000.0,490
533600.0,491
695000.0,492
242000.0,493
425000.0,494
525000.0,495
485000.0,496
260000.0,497
577000.0,498
200000.0,499
605000.0,500
325000.0,501
289500.0,502
559950.0,503
1042500.0,504
543500.0,505
480000.0,506
565000.0,507
426700.0,508
650000.0,509
542000.0,510
415000.0,511
214000.0,512
245000.0,513
314500.0,514
1120000.0,515
378000.0,516
305000.0,517
595000.0,518
729500.0,519
545000.0,520
530000.0,521
157000.0,522
425000.0,523
220000.0,524
325000.0,525
597500.0,526
1000000.0,527
3070000.0,528
495000.0,529
748000.0,530
888000.0,531
475000.0,532
312000.0,533
323000.0,534
331000.0,535
306000.0,536
655000.0,537
290000.0,538
1250000.0,539
460000.0,540
435000.0,541
664000.0,542
865000.0,543
385000.0,544
497000.0,545
188000.0,546
478500.0,547
222000.0,548
413000.0,549
400000.0,550
802541.0,551
320000.0,552
387500.0,553
396000.0,554
373000.0,555
359900.0,556
410000.0,557
245000.0,558
700000.0,559
268000.0,560
225000.0,561
980000.0,562
795000.0,563
195000.0,564
480000.0,565
485000.0,566
130000.0,567
325000.0,568
440000.0,569
550000.0,570
310000.0,571
390000.0,572
243000.0,573
639000.0,574
215000.0,575
405000.0,576
250000.0,577
405500.0,578
730000.0,579
565000.0,580
1578000.0,581
636000.0,582
350000.0,583
320000.0,584
210000.0,585
245000.0,586
328000.0,587
501000.0,588
550000.0,589
347500.0,590
365000.0,591
588000.0,592
605000.0,593
1300000.0,594
233000.0,595
360000.0,596
459000.0,597
395000.0,598
560000.0,599
650000.0,600
449950.0,601
517500.0,602
435000.0,603
329999.0,604
950000.0,605
447000.0,606
850000.0,607
316500.0,608
942500.0,609
1310000.0,610
856600.0,611
405600.0,612
400000.0,613
405300.0,614
560000.0,615
824000.0,616
260000.0,617
760000.0,618
405000.0,619
429900.0,620
341500.0,621
465250.0,622
450000.0,623
390000.0,624
420000.0,625
269950.0,626
493000.0,627
2250000.0,628
305000.0,629
400000.0,630
320000.0,631
715000.0,632
650000.0,633
218000.0,634
500000.0,635
232500.0,636
408200.0,637
522000.0,638
675000.0,639
1355000.0,640
249950.0,641
210000.0,642
429950.0,643
710000.0,644
650000.0,645
1216000.0,646
422120.0,647
625000.0,648
385200.0,649
500000.0,650
308000.0,651
565000.0,652
361000.0,653
345000.0,654
419000.0,655
347000.0,656
625000.0,657
310000.0,658
250000.0,659
682000.0,660
310950.0,661
1100000.0,662
431000.0,663
226000.0,664
825000.0,665
175000.0,666
465750.0,667
659000.0,668
595000.0,669
350000.0,670
270000.0,671
662500.0,672
249900.0,673
324500.0,674
285000.0,675
282000.0,676
320000.0,677
428750.0,678
456500.0,679
352000.0,680
664000.0,681
628000.0,682
512000.0,683
254000.0,684
535800.0,685
438000.0,686
450000.0,687
370500.0,688
450000.0,689
166600.0,690
245000.0,691
565000.0,692
539900.0,693
910000.0,694
467000.0,695
457500.0,696
381156.0,697
642450.0,698
469950.0,699
795000.0,700
785000.0,701
860000.0,702
1095000.0,703
147500.0,704
390000.0,705
229000.0,706
185000.0,707
414900.0,708
200000.0,709
720000.0,710
930000.0,711
1270000.0,712
700000.0,713
466000.0,714
374000.0,715
480000.0,716
1010000.0,717
395000.0,718
340000.0,719
209000.0,720
431650.0,721
730000.0,722
291500.0,723
839900.0,724
200000.0,725
300000.0,726
530000.0,727
255000.0,728
550000.0,729
435000.0,730
234000.0,731
615000.0,732
205000.0,733
384000.0,734
324000.0,735
645000.0,736
570000.0,737
324000.0,738
270000.0,739
290000.0,740
250000.0,741
255000.0,742
451000.0,743
990000.0,744
288400.0,745
420000.0,746
359000.0,747
390000.0,748
300000.0,749
545000.0,750
891000.0,751
1200000.0,752
299995.0,753
253000.0,754
565000.0,755
315000.0,756
570000.0,757
971000.0,758
915000.0,759
419000.0,760
260000.0,761
1321500.0,762
1029900.0,763
435000.0,764
601000.0,765
460500.0,766
720000.0,767
851000.0,768
550000.0,769
700000.0,770
323000.0,771
345500.0,772
378000.0,773
650000.0,774
385000.0,775
425000.0,776
335000.0,777
196500.0,778
582800.0,779
440000.0,780
752500.0,781
532500.0,782
265000.0,783
397500.0,784
524250.0,785
648000.0,786
469500.0,787
237500.0,788
216000.0,789
427200.0,790
280000.0,791
718000.0,792
379000.0,793
326100.0,794
535000.0,795
260000.0,796
399000.0,797
484950.0,798
640000.0,799
585000.0,800
645000.0,801
253000.0,802
178500.0,803
199950.0,804
553500.0,805
289000.0,806
700000.0,807
270000.0,808
258000.0,809
530000.0,810
563000.0,811
325000.0,812
280300.0,813
460000.0,814
475000.0,815
900000.0,816
538200.0,817
429000.0,818
164808.0,819
520000.0,820
475000.0,821
283000.0,822
321500.0,823
375000.0,824
349500.0,825
446450.0,826
315000.0,827
271310.0,828
315000.0,829
245000.0,830
543115.0,831
900000.0,832
2450000.0,833
249900.0,834
768000.0,835
980000.0,836
395000.0,837
415000.0,838
566000.0,839
218500.0,840
550000.0,841
512031.0,842
197500.0,843
470000.0,844
465000.0,845
515000.0,846
716500.0,847
410000.0,848
850000.0,849
1050000.0,850
648000.0,851
620000.0,852
379000.0,853
699000.0,854
528000.0,855
425000.0,856
249500.0,857
790000.0,858
275000.0,859
550000.0,860
140000.0,861
250000.0,862
318000.0,863
505000.0,864
470500.0,865
360000.0,866
1242500.0,867
986000.0,868
515000.0,869
320000.0,870
310000.0,871
356700.0,872
775000.0,873
325000.0,874
208000.0,875
825000.0,876
515000.0,877
490000.0,878
675000.0,879
550000.0,880
225000.0,881
500000.0,882
385000.0,883
837700.0,884
730000.0,885
575000.0,886
430000.0,887
453500.0,888
285000.0,889
151000.0,890
1570000.0,891
631000.0,892
285000.0,893
195000.0,894
817500.0,895
550000.0,896
1127000.0,897
609850.0,898
200000.0,899
275000.0,900
350900.0,901
660000.0,902
525000.0,903
262000.0,904
690000.0,905
353000.0,906
552500.0,907
239000.0,908
975000.0,909
1200000.0,910
505000.0,911
302000.0,912
170000.0,913
369000.0,914
332500.0,915
515000.0,916
269000.0,917
1278000.0,918
303000.0,919
420000.0,920
400000.0,921
605000.0,922
625000.0,923
380000.0,924
620000.0,925
687500.0,926
225500.0,927
252500.0,928
510000.0,929
510000.0,930
725000.0,931
492000.0,932
425000.0,933
1955000.0,934
310000.0,935
350000.0,936
790000.0,937
305000.0,938
315000.0,939
267500.0,940
1750000.0,941
435000.0,942
482500.0,943
5110800.0,944
439995.0,945
460000.0,946
194000.0,947
274700.0,948
900000.0,949
850000.0,950
505000.0,951
565000.0,952
585000.0,953
328000.0,954
749950.0,955
925000.0,956
875000.0,957
902000.0,958
423000.0,959
235000.0,960
343000.0,961
334950.0,962
405000.0,963
220000.0,964
173000.0,965
655000.0,966
406000.0,967
632000.0,968
357000.0,969
277000.0,970
254000.0,971
472800.0,972
510000.0,973
179950.0,974
479000.0,975
651000.0,976
949000.0,977
392400.0,978
585000.0,979
460000.0,980
470000.0,981
500000.0,982
455000.0,983
1875000.0,984
100000.0,985
475000.0,986
330000.0,987
130000.0,988
320000.0,989
735000.0,990
365000.0,991
234000.0,992
211000.0,993
680000.0,994
349000.0,995
360000.0,996
350000.0,997
208000.0,998
435000.0,999
270000.0,1000
438000.0,1001
659000.0,1002
645000.0,1003
685100.0,1004
350000.0,1005
375000.0,1006
880000.0,1007
780000.0,1008
1225000.0,1009
546000.0,1010
317000.0,1011
276900.0,1012
399000.0,1013
258000.0,1014
265000.0,1015
321000.0,1016
682000.0,1017
609000.0,1018
995000.0,1019
530000.0,1020
614000.0,1021
484000.0,1022
340000.0,1023
302495.0,1024
532500.0,1025
441500.0,1026
470000.0,1027
2300000.0,1028
590000.0,1029
320000.0,1030
363000.0,1031
747500.0,1032
831000.0,1033
445000.0,1034
345000.0,1035
2260000.0,1036
371025.0,1037
355000.0,1038
270000.0,1039
425000.0,1040
364808.0,1041
320000.0,1042
325000.0,1043
350000.0,1044
170000.0,1045
550000.0,1046
420000.0,1047
389250.0,1048
748000.0,1049
284000.0,1050
588000.0,1051
372500.0,1052
285000.0,1053
360000.0,1054
847000.0,1055
375000.0,1056
533000.0,1057
556000.0,1058
225000.0,1059
537250.0,1060
255000.0,1061
530000.0,1062
548000.0,1063
600000.0,1064
432000.0,1065
455000.0,1066
279950.0,1067
267500.0,1068
110000.0,1069
625000.0,1070
389000.0,1071
1200000.0,1072
567000.0,1073
515000.0,1074
605000.0,1075
430000.0,1076
805000.0,1077
567500.0,1078
647500.0,1079
495000.0,1080
435000.0,1081
445950.0,1082
960000.0,1083
780000.0,1084
274500.0,1085
729953.0,1086
464950.0,1087
620000.0,1088
735000.0,1089
450000.0,1090
450000.0,1091
842500.0,1092
360000.0,1093
461000.0,1094
345000.0,1095
1075000.0,1096
643000.0,1097
690000.0,1098
282000.0,1099
549000.0,1100
815000.0,1101
2200000.0,1102
700000.0,1103
933399.0,1104
290000.0,1105
450000.0,1106
303700.0,1107
672000.0,1108
334000.0,1109
260000.0,1110
749950.0,1111
830000.0,1112
1131000.0,1113
320000.0,1114
225000.0,1115
279200.0,1116
520000.0,1117
505000.0,1118
234000.0,1119
503000.0,1120
606000.0,1121
433500.0,1122
250000.0,1123
719000.0,1124
381000.0,1125
267000.0,1126
651000.0,1127
439000.0,1128
325000.0,1129
490000.0,1130
519900.0,1131
1062500.0,1132
542000.0,1133
292000.0,1134
280000.0,1135
635000.0,1136
439000.0,1137
300000.0,1138
345000.0,1139
283500.0,1140
425000.0,1141
685000.0,1142
750000.0,1143
245000.0,1144
585444.0,1145
706000.0,1146
445000.0,1147
241000.0,1148
1175000.0,1149
530000.0,1150
350000.0,1151
1700000.0,1152
389000.0,1153
799000.0,1154
1400000.0,1155
340895.0,1156
780000.0,1157
350000.0,1158
914600.0,1159
354000.0,1160
470000.0,1161
715000.0,1162
265000.0,1163
2537000.0,1164
640000.0,1165
290000.0,1166
535000.0,1167
907000.0,1168
459000.0,1169
1355000.0,1170
264950.0,1171
352950.0,1172
491500.0,1173
1229000.0,1174
369500.0,1175
566000.0,1176
290000.0,1177
5350000.0,1178
180000.0,1179
302000.0,1180
352500.0,1181
235867.0,1182
500000.0,1183
515000.0,1184
250000.0,1185
672500.0,1186
755000.0,1187
707500.0,1188
459000.0,1189
140000.0,1190
495000.0,1191
765000.0,1192
359000.0,1193
440000.0,1194
400000.0,1195
652000.0,1196
260000.0,1197
650000.0,1198
280000.0,1199
515000.0,1200
400000.0,1201
652100.0,1202
235000.0,1203
701000.0,1204
640000.0,1205
483000.0,1206
250000.0,1207
229950.0,1208
884744.0,1209
514000.0,1210
423000.0,1211
420000.0,1212
521000.0,1213
577000.0,1214
425000.0,1215
495000.0,1216
340000.0,1217
499950.0,1218
1218000.0,1219
720000.0,1220
249000.0,1221
206135.0,1222
300000.0,1223
612000.0,1224
1102030.0,1225
230000.0,1226
850000.0,1227
355000.0,1228
442000.0,1229
399000.0,1230
390000.0,1231
413000.0,1232
190000.0,1233
621138.0,1234
270000.0,1235
610000.0,1236
500000.0,1237
264000.0,1238
550000.0,1239
337000.0,1240
170000.0,1241
405000.0,1242
775000.0,1243
425000.0,1244
713000.0,1245
555000.0,1246
810000.0,1247
819000.0,1248
409900.0,1249
935000.0,1250
657500.0,1251
900000.0,1252
932800.0,1253
391000.0,1254
420000.0,1255
1300000.0,1256
415000.0,1257
350000.0,1258
375000.0,1259
860000.0,1260
495000.0,1261
250000.0,1262
365000.0,1263
503000.0,1264
150000.0,1265
450000.0,1266
355000.0,1267
245000.0,1268
265900.0,1269
299000.0,1270
343000.0,1271
720000.0,1272
610000.0,1273
434500.0,1274
602500.0,1275
607010.0,1276
610000.0,1277
828500.0,1278
199990.0,1279
789500.0,1280
797000.0,1281
284950.0,1282
776500.0,1283
525000.0,1284
722080.0,1285
235000.0,1286
440000.0,1287
605000.0,1288
380000.0,1289
352000.0,1290
420000.0,1291
1175000.0,1292
1375000.0,1293
300000.0,1294
453500.0,1295
443500.0,1296
332000.0,1297
655000.0,1298
475000.0,1299
1050000.0,1300
500000.0,1301
327500.0,1302
451101.0,1303
455000.0,1304
895000.0,1305
703770.0,1306
249950.0,1307
512000.0,1308
285000.0,1309
229900.0,1310
667500.0,1311
537500.0,1312
425000.0,1313
290000.0,1314
349500.0,1315
370000.0,1316
549500.0,1317
245000.0,1318
248000.0,1319
610000.0,1320
550000.0,1321
192000.0,1322
169317.0,1323
1198000.0,1324
880000.0,1325
210000.0,1326
180500.0,1327
540000.0,1328
520000.0,1329
177500.0,1330
415000.0,1331
495000.0,1332
325000.0,1333
440000.0,1334
411000.0,1335
810000.0,1336
561750.0,1337
835100.0,1338
450000.0,1339
238000.0,1340
299000.0,1341
570000.0,1342
340000.0,1343
450000.0,1344
272750.0,1345
520000.0,1346
284950.0,1347
255000.0,1348
231500.0,1349
330000.0,1350
365000.0,1351
425000.0,1352
400000.0,1353
335000.0,1354
342000.0,1355
490000.0,1356
331500.0,1357
960000.0,1358
830000.0,1359
662990.0,1360
220000.0,1361
349950.0,1362
550000.0,1363
396000.0,1364
635000.0,1365
293000.0,1366
339000.0,1367
285000.0,1368
775000.0,1369
224000.0,1370
2250000.0,1371
275000.0,1372
445000.0,1373
390000.0,1374
460000.0,1375
700000.0,1376
874150.0,1377
470000.0,1378
374000.0,1379
467000.0,1380
576000.0,1381
196440.0,1382
281000.0,1383
326000.0,1384
440000.0,1385
749000.0,1386
340000.0,1387
561000.0,1388
600000.0,1389
219900.0,1390
469000.0,1391
229000.0,1392
1265000.0,1393
365000.0,1394
429000.0,1395
453000.0,1396
187500.0,1397
520500.0,1398
300000.0,1399
799000.0,1400
800000.0,1401
360000.0,1402
442500.0,1403
360400.0,1404
345000.0,1405
300000.0,1406
350000.0,1407
264000.0,1408
200000.0,1409
620000.0,1410
337000.0,1411
1928000.0,1412
544500.0,1413
252000.0,1414
445000.0,1415
379500.0,1416
189950.0,1417
469000.0,1418
785000.0,1419
372000.0,1420
445000.0,1421
780000.0,1422
541100.0,1423
729000.0,1424
451555.0,1425
300000.0,1426
416000.0,1427
490000.0,1428
480000.0,1429
368000.0,1430
545000.0,1431
850000.0,1432
550000.0,1433
600000.0,1434
535000.0,1435
599950.0,1436
531000.0,1437
530000.0,1438
390000.0,1439
487250.0,1440
301000.0,1441
1175000.0,1442
299000.0,1443
2350000.0,1444
400000.0,1445
467500.0,1446
305000.0,1447
327500.0,1448
269000.0,1449
975000.0,1450
355000.0,1451
712000.0,1452
883000.0,1453
443000.0,1454
920000.0,1455
285000.0,1456
901000.0,1457
552500.0,1458
256000.0,1459
341000.0,1460
279000.0,1461
686000.0,1462
215500.0,1463
950000.0,1464
780000.0,1465
212000.0,1466
580000.0,1467
465000.0,1468
206000.0,1469
615000.0,1470
519000.0,1471
1135000.0,1472
330000.0,1473
240000.0,1474
574000.0,1475
415000.0,1476
480000.0,1477
300000.0,1478
439000.0,1479
450000.0,1480
477000.0,1481
587500.0,1482
1315000.0,1483
1430000.0,1484
700000.0,1485
275000.0,1486
607000.0,1487
255000.0,1488
501000.0,1489
450000.0,1490
360000.0,1491
460000.0,1492
753000.0,1493
389950.0,1494
469000.0,1495
550000.0,1496
565000.0,1497
189650.0,1498
1525000.0,1499
243000.0,1500
1100000.0,1501
720000.0,1502
905000.0,1503
824500.0,1504
580000.0,1505
380000.0,1506
805000.0,1507
520000.0,1508
1569500.0,1509
175000.0,1510
353500.0,1511
500000.0,1512
386500.0,1513
210000.0,1514
439500.0,1515
315000.0,1516
655000.0,1517
685000.0,1518
550000.0,1519
405000.0,1520
765000.0,1521
625000.0,1522
370000.0,1523
475000.0,1524
365000.0,1525
411800.0,1526
618000.0,1527
247500.0,1528
345000.0,1529
616300.0,1530
348000.0,1531
425000.0,1532
820000.0,1533
832000.0,1534
835000.0,1535
350000.0,1536
349000.0,1537
1125000.0,1538
320000.0,1539
150000.0,1540
340000.0,1541
785500.0,1542
410500.0,1543
580000.0,1544
345000.0,1545
550000.0,1546
449500.0,1547
300000.0,1548
599000.0,1549
755000.0,1550
400000.0,1551
133000.0,1552
330000.0,1553
330000.0,1554
375000.0,1555
485000.0,1556
470000.0,1557
1045000.0,1558
548800.0,1559
315000.0,1560
590000.0,1561
439950.0,1562
400000.0,1563
685000.0,1564
339950.0,1565
315000.0,1566
577000.0,1567
500000.0,1568
210000.0,1569
460000.0,1570
265000.0,1571
740000.0,1572
230000.0,1573
467000.0,1574
255000.0,1575
316500.0,1576
190000.0,1577
490000.0,1578
378000.0,1579
598800.0,1580
333800.0,1581
690000.0,1582
320000.0,1583
1249000.0,1584
335000.0,1585
840000.0,1586
608250.0,1587
550000.0,1588
240000.0,1589
998000.0,1590
275000.0,1591
284200.0,1592
1715000.0,1593
2400000.0,1594
930000.0,1595
215000.0,1596
483945.0,1597
347000.0,1598
232500.0,1599
390000.0,1600
550000.0,1601
590000.0,1602
345000.0,1603
302000.0,1604
800000.0,1605
605000.0,1606
412000.0,1607
252000.0,1608
375000.0,1609
725000.0,1610
471750.0,1611
439000.0,1612
355000.0,1613
780000.0,1614
409000.0,1615
420000.0,1616
200000.0,1617
830000.0,1618
695000.0,1619
815000.0,1620
210000.0,1621
635000.0,1622
562500.0,1623
402500.0,1624
555000.0,1625
310000.0,1626
430000.0,1627
1600000.0,1628
627500.0,1629
335000.0,1630
962000.0,1631
399950.0,1632
430000.0,1633
307000.0,1634
194000.0,1635
180000.0,1636
465000.0,1637
722500.0,1638
470450.0,1639
280000.0,1640
176250.0,1641
560000.0,1642
830000.0,1643
625000.0,1644
1015000.0,1645
463500.0,1646
485000.0,1647
272000.0,1648
387500.0,1649
507000.0,1650
156000.0,1651
580000.0,1652
630000.0,1653
275000.0,1654
835000.0,1655
340000.0,1656
329350.0,1657
1480000.0,1658
475000.0,1659
719950.0,1660
235000.0,1661
875000.0,1662
380000.0,1663
475000.0,1664
210000.0,1665
350000.0,1666
505000.0,1667
464900.0,1668
650000.0,1669
369950.0,1670
320000.0,1671
2532000.0,1672
340000.0,1673
440000.0,1674
399950.0,1675
1568000.0,1676
528000.0,1677
545000.0,1678
235000.0,1679
380000.0,1680
195000.0,1681
349000.0,1682
320000.0,1683
319990.0,1684
429000.0,1685
400000.0,1686
462000.0,1687
510000.0,1688
550000.0,1689
150000.0,1690
460000.0,1691
632500.0,1692
437000.0,1693
370000.0,1694
884250.0,1695
235000.0,1696
767500.0,1697
417000.0,1698
199000.0,1699
875000.0,1700
545000.0,1701
192500.0,1702
822500.0,1703
1250000.0,1704
1195000.0,1705
750000.0,1706
502000.0,1707
398500.0,1708
700000.0,1709
248000.0,1710
800000.0,1711
688000.0,1712
521000.0,1713
365000.0,1714
491000.0,1715
643000.0,1716
279000.0,1717
583500.0,1718
310000.0,1719
280000.0,1720
272000.0,1721
870000.0,1722
307000.0,1723
490000.0,1724
399950.0,1725
1635000.0,1726
989000.0,1727
264950.0,1728
491500.0,1729
345000.0,1730
852000.0,1731
585000.0,1732
723000.0,1733
594000.0,1734
405000.0,1735
800000.0,1736
1325000.0,1737
325000.0,1738
330000.0,1739
678500.0,1740
463000.0,1741
250000.0,1742
655000.0,1743
239900.0,1744
185000.0,1745
1735000.0,1746
251700.0,1747
400000.0,1748
735000.0,1749
1700000.0,1750
82500.0,1751
765000.0,1752
292500.0,1753
270000.0,1754
415000.0,1755
950000.0,1756
670950.0,1757
280950.0,1758
605000.0,1759
1010000.0,1760
245990.0,1761
535000.0,1762
410000.0,1763
550000.0,1764
665000.0,1765
455000.0,1766
440000.0,1767
332000.0,1768
280000.0,1769
570000.0,1770
250000.0,1771
238000.0,1772
265000.0,1773
306000.0,1774
345000.0,1775
765000.0,1776
501000.0,1777
270000.0,1778
638000.0,1779
460000.0,1780
760000.0,1781
1650000.0,1782
488000.0,1783
1550000.0,1784
499000.0,1785
150000.0,1786
333000.0,1787
700000.0,1788
275000.0,1789
330000.0,1790
360000.0,1791
467000.0,1792
568000.0,1793
605000.0,1794
750000.0,1795
265000.0,1796
490000.0,1797
311750.0,1798
399000.0,1799
347000.0,1800
1680000.0,1801
340000.0,1802
612000.0,1803
604000.0,1804
250000.0,1805
783000.0,1806
1050000.0,1807
760000.0,1808
276000.0,1809
550000.0,1810
398000.0,1811
775000.0,1812
1027500.0,1813
327000.0,1814
782000.0,1815
257000.0,1816
535000.0,1817
670000.0,1818
465000.0,1819
210000.0,1820
426000.0,1821
529219.0,1822
600000.0,1823
875000.0,1824
608000.0,1825
1760000.0,1826
315000.0,1827
205000.0,1828
310000.0,1829
1000000.0,1830
284000.0,1831
510000.0,1832
405000.0,1833
509950.0,1834
990000.0,1835
280005.0,1836
330000.0,1837
340000.0,1838
468000.0,1839
515000.0,1840
265000.0,1841
372400.0,1842
390000.0,1843
208000.0,1844
273000.0,1845
270000.0,1846
618000.0,1847
213550.0,1848
210000.0,1849
2750000.0,1850
403500.0,1851
287500.0,1852
546800.0,1853
183000.0,1854
299500.0,1855
610000.0,1856
288350.0,1857
500000.0,1858
